NT,Dt,QmT,TT,C,Si,Mn,P,Cr,Mo,RedRatio,dA,Fatigue
885,0.0,0.0999066326104242,6084.408143676187,0.26,-8.598838065875096,-1.1585584173337025,0.017,0.02,0.0,2.6082567867567765,0.07,232
885,0.0,0.0999066326104242,6084.408143676187,0.25,-11.51416838234186,-1.1585584173337025,0.009,0.12,0.0,2.577049967800078,0.11,235
885,0.0,0.0999066326104242,6084.408143676187,0.26,-5.277059877750306,-1.203153003059933,0.008,0.03,0.0,2.647553924957032,0.07,235
885,0.0,0.0999066326104242,6084.408143676187,0.26,-7.220659806322844,-0.8908267046872109,0.018,0.02,0.0,2.672753677331678,0.06,241
885,0.0,0.0999066326104242,6084.408143676187,0.22,-10.398759046564974,-1.249649851002735,0.026,0.02,0.0,2.6082567867567765,0.04,225
885,0.0,0.0999066326104242,6084.408143676187,0.26,-7.86602829251651,-1.115747631948181,0.026,0.05,0.0,2.6082567867567765,0.06,245
885,0.0,0.0999066326104242,6084.408143676187,0.28,-5.277059877750306,-0.92493752447971,0.021,0.03,0.0,2.647553924957032,0.08,255
885,0.0,0.0999066326104242,6084.408143676187,0.27,-6.1404601644172025,-0.7953314872642685,0.02,0.02,0.0,2.672753677331678,0.07,245
885,0.0,0.0999066326104242,6084.408143676187,0.27,-7.220659806322844,-1.5156590370420044,0.008,0.1,0.0,2.577049967800078,0.08,275
885,0.0,0.0999066326104242,6084.408143676187,0.22,-5.685580385048902,-1.0350516003929908,0.021,0.02,0.0,2.647553924957032,0.04,239
885,0.0,0.0999066326104242,6084.408143676187,0.23,-5.685580385048902,-0.8908267046872109,0.029,0.03,0.0,2.672753677331678,0.11,255
865,0.0,0.0999066326104242,25846489.75389051,0.35,-8.598838065875096,-0.2905362453764017,0.021,0.01,0.0,2.6082567867567765,0.05,397
865,0.0,0.0999066326104242,25846489.75389051,0.35,-4.272606675877854,-0.3402479649868885,0.017,0.1,0.0,2.647553924957032,0.07,419
865,0.0,0.0999066326104242,25846489.75389051,0.34,-5.685580385048902,-0.3402479649868885,0.012,0.02,0.0,2.672753677331678,0.08,401
865,0.0,0.0999066326104242,25846489.75389051,0.36,-5.685580385048902,-0.4124510750005807,0.009,0.12,0.0,2.577049967800078,0.07,394
865,0.0,0.0999066326104242,25846489.75389051,0.33,-8.598838065875096,-0.323280777877089,0.031,0.03,0.0,2.6082567867567765,0.08,426
865,0.0,0.0999066326104242,25846489.75389051,0.38,-4.575345838200093,-0.4124510750005807,0.01,0.09,0.0,2.577049967800078,0.06,426
865,0.0,0.0999066326104242,25846489.75389051,0.33,-5.685580385048902,-0.3067150704567288,0.023,0.1,0.0,2.647553924957032,0.08,454
865,0.0,0.0999066326104242,25846489.75389051,0.32,-5.685580385048902,-0.3576319871276518,0.015,0.02,0.0,2.672753677331678,0.06,418
865,0.0,0.0999066326104242,25846489.75389051,0.37,-5.277059877750306,-0.2747304166112345,0.016,0.11,0.0,2.647553924957032,0.13,416
865,0.0,0.0999066326104242,25846489.75389051,0.35,-6.1404601644172025,-0.2149819049074669,0.016,0.01,0.0,2.6082567867567765,0.07,395
865,0.0,0.0999066326104242,25846489.75389051,0.37,-6.649145309848455,-0.3754490080520394,0.015,0.02,0.0,2.672753677331678,0.1,433
865,0.0,0.0999066326104242,25846489.75389051,0.32,-8.598838065875096,-0.5584330709321458,0.007,0.1,0.0,2.577049967800078,0.06,379
865,0.0,0.0999066326104242,33184415.759641036,0.35,-8.598838065875096,-0.2905362453764017,0.021,0.01,0.0,2.6082567867567765,0.05,382
865,0.0,0.0999066326104242,33184415.759641036,0.35,-4.272606675877854,-0.3402479649868885,0.017,0.1,0.0,2.647553924957032,0.07,385
865,0.0,0.0999066326104242,33184415.759641036,0.34,-5.685580385048902,-0.3402479649868885,0.012,0.02,0.0,2.672753677331678,0.08,365
865,0.0,0.0999066326104242,33184415.759641036,0.36,-5.685580385048902,-0.4124510750005807,0.009,0.12,0.0,2.577049967800078,0.07,379
865,0.0,0.0999066326104242,33184415.759641036,0.33,-8.598838065875096,-0.323280777877089,0.031,0.03,0.0,2.6082567867567765,0.08,377
865,0.0,0.0999066326104242,33184415.759641036,0.38,-4.575345838200093,-0.4124510750005807,0.01,0.09,0.0,2.577049967800078,0.06,394
865,0.0,0.0999066326104242,33184415.759641036,0.33,-5.685580385048902,-0.3067150704567288,0.023,0.1,0.0,2.647553924957032,0.08,425
865,0.0,0.0999066326104242,33184415.759641036,0.32,-5.685580385048902,-0.3576319871276518,0.015,0.02,0.0,2.672753677331678,0.06,395
865,0.0,0.0999066326104242,33184415.759641036,0.37,-5.277059877750306,-0.2747304166112345,0.016,0.11,0.0,2.647553924957032,0.13,393
865,0.0,0.0999066326104242,33184415.759641036,0.35,-6.1404601644172025,-0.2149819049074669,0.016,0.01,0.0,2.6082567867567765,0.07,375
865,0.0,0.0999066326104242,33184415.759641036,0.37,-6.649145309848455,-0.3754490080520394,0.015,0.02,0.0,2.672753677331678,0.1,389
865,0.0,0.0999066326104242,33184415.759641036,0.32,-8.598838065875096,-0.5584330709321458,0.007,0.1,0.0,2.577049967800078,0.06,358
865,0.0,0.0999066326104242,41761346.72797931,0.35,-8.598838065875096,-0.2905362453764017,0.021,0.01,0.0,2.6082567867567765,0.05,344
865,0.0,0.0999066326104242,41761346.72797931,0.35,-4.272606675877854,-0.3402479649868885,0.017,0.1,0.0,2.647553924957032,0.07,369
865,0.0,0.0999066326104242,41761346.72797931,0.34,-5.685580385048902,-0.3402479649868885,0.012,0.02,0.0,2.672753677331678,0.08,325
865,0.0,0.0999066326104242,41761346.72797931,0.36,-5.685580385048902,-0.4124510750005807,0.009,0.12,0.0,2.577049967800078,0.07,338
865,0.0,0.0999066326104242,41761346.72797931,0.33,-8.598838065875096,-0.323280777877089,0.031,0.03,0.0,2.6082567867567765,0.08,362
